,index,movie,name,gender,character,mentions,count,total centrality,average centrality
3292,3292,dhokha,zaid,male,"brother, brother, brother",17,192,1493.666667,7.7795138889999995
3293,3293,dhokha,saeed,male,"brother, brother",7,82,581.1666667000001,7.087398374
3294,3294,dhokha,inspector,male,corrupt,4,62,83.83333333,1.352150538
3295,3295,dhol,zikomo,male,notorious,8,83,92.0,1.108433735
3296,3296,eklavya:_the_royal_guard,jyotiwardhan,male,"son, father, son, father, son, father",16,118,3954.833333,33.51553672
3297,3297,eklavya:_the_royal_guard,eklavya,male,"brother, son, brother, son, original",28,214,495.91666669999995,2.317367601
3298,3298,eklavya:_the_royal_guard,father,male,biological,2,9,41.0,4.555555556
3299,3299,heyy_babyy,arush,male,"cousin, cousin",23,252,673.0,2.670634921
3300,3300,jhoom_barabar_jhoom,rikki,male,"cousin, cousin, cousin",19,268,740.8333332999999,2.764303483
3301,3301,just_married,mr,male,scared,4,48,334.0,6.958333333
3302,3302,just_married,abhay,male,frustrated,11,145,285.0,1.965517241
3303,3303,life_mein_kabhie_kabhiee,rajeev,male,"brother, brother, brother",2,36,215.0,5.972222222
3304,3304,life_mein_kabhie_kabhiee,a,male,"brother, brother, brother",2,199,28.0,0.140703518
3305,3305,manorama_six_feet_under,rathore,male,real,30,210,155.0,0.738095238
3306,3306,manorama_six_feet_under,son,male,young,1,16,59.0,3.6875
3307,3307,marigold,barry,male,"boyfriend, fiance",4,85,75.0,0.882352941
3308,3308,marigold,prem,male,"son, father",58,373,9577.266667,25.67631814
3309,3309,marigold,actor,male,"young,  spoiled",1,6,29.0,4.833333333
3310,3310,my_bollywood_bride,actor,male,big,1,36,489.0,13.58333333
3311,3311,namastey_london,son,male,indian,2,25,1783.1666670000002,71.32666667
3312,3312,the_namesake,ashoke,male,"father, father",8,95,302.3333333,3.18245614
3313,3313,the_namesake,nikhil,male,good,1,4,4.0,1.0
3314,3314,no_smoking,friend,male,old,5,67,385.0,5.746268657000001
3315,3315,om_shanti_om,kapoor,male,newborn,3,22,268.0,12.18181818
3316,3316,om_shanti_om,actor,male,"famous,  lead",4,41,316.0,7.707317073
3317,3317,om_shanti_om,om,male,"drunk,  disorientated",22,225,593.3333332999999,2.637037037
3318,3318,om_shanti_om,mukesh,male,"son, father",33,266,385.0,1.447368421
3319,3319,partner,priya,male,"father, father",17,142,355.3,2.502112676
3320,3320,risk,arbaaz,male,"brother, brother",5,54,205.33333330000002,3.802469136
3321,3321,risk,khalid,male,brother,39,291,836.8333332999999,2.875715922
3322,3322,risk,suryakant,male,painstaking,25,295,535.1666667,1.814124294
3323,3323,shootout_at_lokhandwala,wadhwani,male,prominent,5,49,58.0,1.1836734690000001
3324,3324,shootout_at_lokhandwala,dhingra,male,private,8,108,449.0,4.157407407
3325,3325,taare_zameen_par,nikumbh,male,"son, child, son, child",35,348,2254.0,6.477011494
3326,3326,taare_zameen_par,ishaan,male,"father, brother, child, father, brother, child",44,445,1275.0,2.865168539
3327,3327,taare_zameen_par,boy,male,disabled,3,39,269.0,6.897435897
3328,3328,welcome,uday,male,"brother, brother",13,142,1156.666667,8.145539906
3329,3329,welcome,son,male,lucky,4,41,141.0,3.43902439
3330,3330,welcome,nephew,male,married,1,20,210.0,10.5
3331,3331,welcome,rajiv,male,"son, son",21,263,828.8333332999999,3.151457541
3332,3332,welcome,man,male,decent,1,7,18.0,2.5714285709999998
3333,3333,rama_rama_kya_hai_drama,man,male,simple,1,5,7.0,1.4
3334,3334,halla_bol,boy,male,small,1,12,0.0,0.0
3335,3335,tulsi,yashpal,male,furious,3,15,10.0,0.666666667
3336,3336,tulsi,suraj,male,drunkard,7,30,22.0,0.7333333329999999
3337,3337,sunday,khurana,male,"son, son",8,67,191.0,2.8507462689999996
3338,3338,sunday,rajveer,male,son,16,160,95.66666667,0.597916667
3339,3339,sunday,actor,male,wannabe,1,10,95.0,9.5
3340,3340,jodhaa_akbar,jodhaa,male,"father, father, father",19,147,586.1666667000001,3.987528345
3341,3341,race,kabir,male,rival,5,39,758.0,19.43589744
3342,3342,race,rajiv,male,"brother, brother",56,468,3869.416667,8.26798433
3343,3343,shaurya,officer,male,commanding,1,3,0.0,0.0
3344,3344,krazzy_4,raja,male,"father, father, father",8,176,0.0,0.0
3345,3345,krazzy_4,rana,male,insane,3,39,64.0,1.641025641
3346,3346,krazzy_4,pranav,male,new,3,38,127.0,3.342105263
3347,3347,jimmy,father,male,late,1,4,14.0,3.5
3348,3348,jimmy,man,female,young,1,33,336.8333333,10.20707071
3349,3349,jimmy,jimmy,male,"father, father",5,64,37.0,0.578125
3350,3350,bhoothnath,vijay,male,"father, father, father",7,75,1082.666667,14.43555556
3351,3351,bhoothnath,bhoothnath,male,"son, son, son, son",27,278,902.5,3.246402878
3352,3352,jannat,inspector,male,"father, father",4,33,0.0,0.0
3353,3353,jannat,arjun,male,"father, father",41,358,599.1666667000001,1.673649907
3354,3354,jannat,man,male,"honest,  simple",4,87,2372.833333,27.27394636
3355,3355,woodstock_villa,sameer,male,"husband, husband",19,165,518.6666667,3.143434343
3356,3356,aamir,man,male,lame,1,7,37.5,5.3571428569999995
3357,3357,sarkar_raj,chander,male,old,4,43,36.0,0.837209302
3358,3358,sarkar_raj,sarkar,male,new,8,91,815.1666667000001,8.957875458
3359,3359,sarkar_raj,vohra,male,"father, father, furious",6,72,438.0,6.083333333
3360,3360,mere_baap_pehle_aap,gaurav,male,"father, father, father, father, father, father, father, father, father, father",27,202,1036.666667,5.132013201
3361,3361,mere_baap_pehle_aap,father,male,pleased,10,138,2599.833333,18.83937198
3362,3362,jaane_tu..._ya_jaane_na,man,male,brave,4,66,578.0,8.757575758
3363,3363,jaane_tu..._ya_jaane_na,jai,male,"cousin, father, cousin, father",45,497,2122.0,4.269617706
3364,3364,love_story_2050,boy,male,spirited,1,14,73.0,5.214285714
3365,3365,mission_istaanbul,nazir,male,terrorist,3,51,210.0,4.117647058999999
3366,3366,mission_istaanbul,vikas,male,popular,38,486,1607.9,3.308436214
3367,3367,mission_istaanbul,khalil,male,"brother, brother",9,66,5.0,0.075757576
3368,3368,singh_is_kinng,puneet,male,boyfriend,14,169,588.5833332999999,3.482741617
3369,3369,singh_is_kinng,mika,male,lucky,8,94,282.8,3.008510638
3370,3370,bachna_ae_haseeno,raj,male,real,93,603,2504.583333,4.153537866000001
3371,3371,mumbai_meri_jaan,man,male,elderly,3,33,207.0,6.272727272999999
3372,3372,mumbai_meri_jaan,nikhil,male,"child, child",9,102,207.0,2.029411765
3373,3373,rock_on!!,magik,male,alive,6,36,96.0,2.666666667
3374,3374,c_kkompany,son,male,ungrateful,7,66,636.0,9.636363636
3375,3375,c_kkompany,man,male,common,1,4,12.0,3.0
3376,3376,c_kkompany,joshi,male,"son, son, son, son, son, son, son, son, son, son",11,161,322.0,2.0
3377,3377,a_wednesday!,man,male,"common,  unnamed",5,83,378.8333333,4.564257028
3378,3378,tahaan,zafar,male,"assistant,  incompetent",3,49,306.3333333,6.25170068
3379,3379,tahaan,man,male,old,1,4,9.0,2.25
3380,3380,1920,arjun,male,father,31,280,409.3333333,1.4619047619999999
3381,3381,the_last_lear,actor,male,"veteran,  shakespearean",2,34,1068.5,31.42647059
3382,3382,welcome_to_sajjanpur,mahadev,male,"husband, husband, husband, husband, husband, husband, jealous,  real",19,249,304.5,1.222891566
3383,3383,kidnap,kabir,male,"father, father, unable",36,368,938.8333332999998,2.551177536
3384,3384,kidnap,man,male,cruel,1,13,60.0,4.615384615
3385,3385,karzzzz,monty,male,"son, son",7,82,289.3333333,3.528455285
3386,3386,karzzzz,son,male,adopted,1,5,16.0,3.2
3387,3387,heroes,man,male,"strapping,  young",2,22,65.0,2.954545455
3388,3388,heroes,sameer,male,"son, son",3,30,21.0,0.7
3389,3389,golmaal_returns,gopal,male,"boyfriend, boyfriend",38,311,3648.5,11.73151125
3390,3390,golmaal_returns,brother,male,mute,1,4,12.0,3.0
3391,3391,golmaal_returns,anthony,male,real,7,68,615.9166667000001,9.057598039
3392,3392,fashion,designer,male,"aspiring,  gay",2,12,81.0,6.75
3393,3393,yuvvraaj,brothers,male,loving,3,31,233.6333333,7.53655914
3394,3394,yuvvraaj,danny,male,"brother, brother",10,109,522.6666667,4.795107034
3395,3395,yuvvraaj,he,male,loving,3,0,0.0,0.0
3396,3396,yuvvraaj,guy,male,good,1,15,52.0,3.4666666669999997
3397,3397,yuvvraaj,gyanesh,male,"brother, brother, shocked",22,206,1061.5,5.1529126210000005
3398,3398,oye_lucky!_lucky_oye!,gogi,male,"father, father, father",10,86,26121.483330000003,303.7381783
3399,3399,oye_lucky!_lucky_oye!,man,male,charismatic,1,42,707.4,16.84285714
3400,3400,sorry_bhai!,father,male,cheery,1,15,83.0,5.533333333
3401,3401,sorry_bhai!,siddharth,male,"brother, father, brother, father, brother, father, horrified",9,100,194.0,1.94
3402,3402,rab_ne_bana_di_jodi,raj,male,"husband, husband",26,231,1142.5,4.945887446
3403,3403,jumbo,jumbo,male,"father, father, father, father, father",18,223,483.66666669999995,2.168908819
3404,3404,jumbo,elephant,male,"small,  pink,  blue,  sudden,  happy,  royal",11,106,640.8333332999999,6.045597484
3405,3405,chandni_chowk_to_china,father,male,foster,2,10,52.0,5.2
3406,3406,chandni_chowk_to_china,hojo,male,"father, father, unaware,  betrays",10,69,414.0,6.0
3407,3407,chandni_chowk_to_china,sidhu,male,"father, father, injured",12,151,303.0,2.006622517
3408,3408,raaz__the_mystery_continues,prithvi,male,"father, father, guards",43,298,650.6666667000001,2.18344519
3409,3409,luck_by_chance,khan,male,idol,1,35,793.7333332999999,22.67809524
3410,3410,luck_by_chance,actor,male,hunky,4,56,111.0,1.982142857
3411,3411,victory,vijay,male,"father, father",48,279,2196.5,7.872759857
3412,3412,victory,ram,male,"son, father, son, father",5,40,20.0,0.5
3413,3413,billu,daamchand,male,powerful,1,22,268.0,12.18181818
3414,3414,billu,boy,male,young,1,6,36.0,6.0
3415,3415,the_stoneman_murders,sanjay,male,tribal.kamble,21,194,430.0,2.216494845
3416,3416,the_stoneman_murders,shelar,male,suspended,1,16,199.0,12.4375
3417,3417,the_stoneman_murders,satam,male,superior,6,84,376.3333333,4.48015873
3418,3418,the_stoneman_murders,superior,male,patronizing,1,13,0.0,0.0
3419,3419,delhi-6,suresh,male,"cowardly,  young",7,42,161.0,3.833333333
3420,3420,delhi-6,ranvijay,male,loutish,1,30,443.33333330000005,14.77777778
3421,3421,13b,manohar,male,"fiance, fiance",25,236,210.0,0.889830508
3422,3422,13b,brother,male,lunatic,3,45,108.5,2.411111111
3423,3423,little_zizou,pressvala,male,maternal,4,37,30.0,0.810810811
3424,3424,aloo_chaat,father,male,orthodox,3,68,69.33333333,1.019607843
3425,3425,aloo_chaat,nikhil,male,"father, father",15,142,499.25,3.51584507
3426,3426,firaaq,deven,male,"husband, brother, husband, brother",2,13,27.0,2.076923077
3427,3427,straight,rajat,male,foster,4,81,376.1666667,4.644032922
3428,3428,aa_dekhen_zara,ray,male,"grandfather, grandfather, grandfather",16,119,680.5,5.718487395
3429,3429,ek:_the_power_of_one,nandu,male,"grandson, grandfather, grandson, grandfather, grandson, grandfather",12,149,545.6666667000001,3.662192394
3430,3430,pyaar_impossible!,father,male,outraged,2,15,38.0,2.5333333330000003
3431,3431,chance_pe_dance,rohit,male,"father, father, father, father",0,0,0.0,0.0
3432,3432,veer,veer,male,"brother, son, brother, son",15,257,1016.716667,3.9560959789999997
3433,3433,veer,gajendra,male,"husband, father",15,130,20856.3119,160.4331685
3434,3434,veer,gyanendra,male,"son, brother",5,41,0.0,0.0
3435,3435,ishqiya,khalujan,male,"husband, husband",10,121,614.0,5.074380165
3436,3436,the_hangman,puri,male,acclaimed,2,37,354.0,9.567567568
3437,3437,striker,man,male,young,2,26,303.0,11.65384615
3438,3438,my_name_is_khan,son,male,young,4,12,22.0,1.8333333330000001
3439,3439,my_name_is_khan,rizwan,male,"brother, brother",25,264,311.0,1.178030303
3440,3440,karthik_calling_karthik,kumar,male,"brother, brother, brother",9,47,1436.0,30.55319149
3441,3441,karthik_calling_karthik,man,male,successful,1,15,156.0,10.4
3442,3442,karthik_calling_karthik,brother,male,fake,3,31,123.0,3.967741935
3443,3443,atithi_tum_kab_jaoge?,suleiman,male,old,0,0,0.0,0.0
3444,3444,atithi_tum_kab_jaoge?,lambodar,male,elderly,0,0,0.0,0.0
3445,3445,atithi_tum_kab_jaoge?,an,male,old,0,5,0.0,0.0
3446,3446,atithi_tum_kab_jaoge?,pappu,male,"uncle, uncle",0,0,0.0,0.0
3447,3447,atithi_tum_kab_jaoge?,taneja,male,uncle,0,0,0.0,0.0
3448,3448,atithi_tum_kab_jaoge?,man,male,old,0,0,0.0,0.0
3449,3449,atithi_tum_kab_jaoge?,puneet,male,"uncle, uncle, uncle, uncle, uncle, uncle, uncle, uncle, following",0,0,0.0,0.0
3450,3450,atithi_tum_kab_jaoge?,actor,male,old,0,0,0.0,0.0
3451,3451,na_ghar_ke_na_ghaat_ke,man,male,"rustic,  common,  simple",2,26,183.5,7.057692307999999
3452,3452,shaapit,aman,male,lifeless,20,174,405.5,2.33045977
3453,3453,hum_tum_aur_ghost,man,female,young,1,4,25.0,6.25
3454,3454,prem_kaa_game,man,male,married,1,46,316.78333330000004,6.886594203
3455,3455,well_done_abba,arif,male,"brother, brother, brother",4,38,187.0,4.921052632
3456,3456,well_done_abba,brother,male,twin,2,23,352.0,15.30434783
3457,3457,yamla_pagla_deewana,gajodhar,male,"father, brother, father, brother, father, brother, father, brother",31,321,1351.333333,4.2097611630000005
3458,3458,yamla_pagla_deewana,brother,male,elder,6,66,710.9809524,10.77243867
3459,3459,yamla_pagla_deewana,paramvir,male,"father, husband, father, husband, father, husband",47,439,1818.0666670000003,4.141381929
3460,3460,dhobi_ghat,arun,male,child,27,225,150.5,0.668888889
3461,3461,hostel,freshman,male,"new,  hostel,  naive",7,57,1743.7738100000001,30.59252297
3462,3462,yeh_saali_zindagi,badey,male,dead,14,141,357.1666667,2.533096927
3463,3463,yeh_saali_zindagi,kuldeep,male,"father, father, father, father",7,77,129.3333333,1.67965368
3464,3464,yeh_saali_zindagi,chhotey,male,"brother, brother",7,103,24.0,0.23300970899999998
3465,3465,patiala_house,gattu,male,"son, father",37,256,2430.833333,9.495442707999999
3466,3466,patiala_house,gurtej,male,father,8,44,177.0,4.022727273
3467,3467,angel,man,male,old,2,28,313.5,11.19642857
3468,3468,angel,boy,male,"careless,  high",1,19,127.5,6.710526316
3469,3469,aashiqui.in,father,male,widowed,4,56,133.0,2.375
3470,3470,tanu_weds_manu,pappi,male,"father, father",3,44,106.5,2.420454545
3471,3471,tanu_weds_manu,brother,male,dutiful,2,14,44.0,3.142857143
3472,3472,tanu_weds_manu,man,male,decent,3,53,643.5,12.14150943
3473,3473,tanu_weds_manu,manu,male,"father, lover, father, father, lover, father, father, lover, father",3,809,5594.0,6.9147095179999996
3474,3474,tanu_weds_manu,raja,male,"boyfriend, brother, boyfriend, brother, marrying",46,462,3380.966667,7.318109668
3475,3475,yeh_faasley,man,male,gregarious,1,20,136.5,6.825
3476,3476,happy_husbands,mukundan,male,"husband, husband",20,182,44.93333333,0.24688644699999998
3477,3477,players,sunny,male,prosthetic,4,56,87.0,1.553571429
3478,3478,players,victor,male,father,9,58,257.0,4.431034483
3479,3479,gali_gali_chor_hai,bharat,male,"father, father, father, brother",28,310,14615.0,47.14516129
3480,3480,gali_gali_chor_hai,man,male,common,1,27,235.06666669999998,8.70617284
3481,3481,gali_gali_chor_hai,actor,male,bad,1,15,86.0,5.733333332999999
3482,3482,gali_gali_chor_hai,brother,male,manku,2,51,597.5,11.71568627
3483,3483,ek_main_aur_ekk_tu,father,male,domineering,3,14,73.0,5.214285714
3484,3484,ek_main_aur_ekk_tu,rahul,male,"father, father, father, father, hesitant",30,265,645.5,2.435849057
3485,3485,ekk_deewana_tha,father,male,strict,2,21,176.16666669999998,8.388888889
3486,3486,paan_singh_tomar,paan,male,"brother, son",40,406,443.5,1.092364532
3487,3487,kahaani,bajpayee,male,retired,1,16,173.0,10.8125
3488,3488,kahaani,k.,male,chief,0,0,0.0,0.0
3489,3489,kahaani,damji,male,"husband, husband, husband, husband",12,158,603.0,3.8164556960000002
3490,3490,say_yes_to_love,boy,male,shy,1,18,221.5,12.30555556
3491,3491,zindagi_tere_naam,siddharth,male,young,4,39,197.0,5.051282051
3492,3492,zindagi_tere_naam,man,female,old,2,14,47.0,3.357142857
3493,3493,blood_money,man,male,innocent,1,6,94.0,15.66666667
3494,3494,bumboo,sudhakar,male,depressed,19,225,1066.333333,4.739259259
3495,3495,dhoom_3,son,male,little,1,31,396.0,12.77419355
3496,3496,dhoom_3,brother,male,"autistic,  twin",1,32,909.0,28.40625
3497,3497,dhoom_3,sahir,male,"brother, brother",55,556,961.1666667000002,1.728717026
3498,3498,dhoom_3,anderson,male,"father, father, father, father",1,62,2373.0,38.27419355
3499,3499,dhoom_3,the,male,"autistic,  twin",1,468,0.0,0.0
3500,3500,krrish_3,kaal,male,"son, son",15,163,273.6666667,1.678936605
3501,3501,krrish_3,man,male,wealthy,2,22,187.0,8.5
3502,3502,krrish_3,krishna,male,"child, child",16,187,113.5,0.606951872
3503,3503,krrish_3,rohit,male,"son, son",21,239,101.33333329999999,0.42398884200000003
3504,3504,krrish_3,mehra,male,"son, son",2,12,88.0,7.333333333
3505,3505,chennai_express,man,female,young,2,20,208.0,10.4
3506,3506,chennai_express,sachin,male,"grandfather, grandfather, grandfather",3,42,0.0,0.0
3507,3507,chennai_express,rahul,male,"grandfather, lover, father, grandfather, grandfather, lover, father, grandfather",70,624,1595.7,2.5572115380000002
3508,3508,yeh_jawaani_hai_deewani,father,male,supporting,2,34,229.58333330000002,6.75245098
3509,3509,goliyon_ki_raasleela_ram-leela,bhavani,male,"cousin, cousin, cousin",5,85,214.0,2.517647059
3510,3510,bhaag_milkha_bhaag,milkha,male,"son, son",24,247,419.0,1.696356275
3511,3511,race_2,ranvir,male,"husband, husband, husband",41,535,835.0,1.560747664
3512,3512,aashiqui_2,saigal,male,record,5,61,201.0,3.295081967
3513,3513,bang_bang!,viren,male,"father, father, father",9,124,0.0,0.0
3514,3514,bang_bang!,zafar,male,"wanted,  terrorist",10,89,454.33333330000005,5.104868914
3515,3515,singham_returns,rao,male,wounded,5,41,242.33333330000002,5.9105691060000005
3516,3516,singham_returns,guruji,male,"brother, brother, brother",3,31,58.0,1.870967742
3517,3517,holiday:_a_soldier_is_never_off_duty,leader,male,terrorist,6,102,792.5,7.769607842999999
3518,3518,jai_ho,jai,male,"nephew, nephew",43,321,1494.5,4.65576324
3519,3519,ek_villain,man,male,"young,  mysterious,  unsuccessful",4,67,730.5,10.90298507
3520,3520,ek_villain,guru,male,"father, son, son, father, son, son",21,293,663.3,2.263822526
3521,3521,humpty_sharma_ki_dulhania,humpty,male,"father, father",32,286,518.25,1.8120629369999999
3522,3522,humpty_sharma_ki_dulhania,boy,male,local,1,9,43.0,4.777777778
3523,3523,tevar,pintoo,male,"father, father, father, father, father, father",50,381,1354.75,3.555774278
3524,3524,tevar,gajendar,male,"father, father",21,161,247.0,1.5341614909999999
3525,3525,crazy_cukkad_family,boy,male,unemployed,1,5,8.0,1.6
3526,3526,sharafat_gayi_tel_lene,dawood,male,real,10,114,949.8333332999998,8.331871345
3527,3527,sharafat_gayi_tel_lene,prithvi,male,"uncle, uncle",13,173,240.33333330000002,1.389210019
3528,3528,baby,khan,male,terrorist,3,59,1282.666667,21.74011299
3529,3529,baby,ajay,male,husband,13,150,878.8333332999998,5.858888889
3530,3530,baby,ashfaq,male,deep,2,24,165.5,6.895833333
3531,3531,hawaizaada,shastri,male,crazy,16,135,249.83333330000002,1.8506172840000001
3532,3532,khamoshiyan:_silences_have_secrets,jaidev,male,husband,30,250,1014.333333,4.057333333
3533,3533,roy,roy,male,infamous,14,140,240.0,1.714285714
3534,3534,roy,man,male,changed,1,10,58.0,5.8
3535,3535,badlapur,liak,male,son,42,335,6949.091126,20.7435556
3536,3536,badlapur,harman,male,child,14,134,618.0,4.611940299
3537,3537,qissa,man,male,functioning,2,55,1453.0,26.41818182
3538,3538,qissa,umber,male,"child, child, son, son",66,559,471.83333330000005,0.844066786
3539,3539,ab_tak_chhappan_2,sadhu,male,"son, son, father, son, son, father, son, son, father",36,418,1269.833333,3.037878788
3540,3540,badmashiyaan,cafe,male,popular,0,18,545.3333332999999,30.296296299999998
3541,3541,badmashiyaan,gurinder,male,local,3,65,207.16666669999998,3.187179487
3542,3542,badmashiyaan,man,female,"young,  haughty",3,107,3055.166667,28.552959499999996
3543,3543,coffee_bloom,man,male,wise,1,23,145.25,6.315217391
3544,3544,nh10,boy,male,young,3,26,104.0,4.0
3545,3545,hunterrr,dilip,male,cousins,13,112,218.16666669999998,1.9479166669999999
3546,3546,hunterrr,man,female,"attractive,  married",2,11,60.0,5.454545455
3547,3547,hunterrr,mandar,male,"cousin, cousin, happy",38,445,771.0,1.73258427
3548,3548,dharam_sankat_mein,father,male,real,13,134,677.9166667000001,5.059079602
3549,3549,dharam_sankat_mein,man,male,muslim,1,24,655.8333332999999,27.32638889
3550,3550,ek_paheli_leela,ranveer,male,"cousin, cousin",6,29,2.0,0.068965517
3551,3551,margarita_with_a_straw,man,male,"attractive,  young",1,21,303.0,14.42857143
3552,3552,gabbar_is_back,vikas,male,"father, father, father",5,77,0.0,0.0
3553,3553,gabbar_is_back,builder,male,powerful,2,47,316.0,6.723404255
3554,3554,gabbar_is_back,man,female,"poor,  pregnant",3,41,310.0,7.56097561
3555,3555,gabbar_is_back,aditya,male,"husband, child, husband, child, husband, child",49,466,1509.0,3.238197425
3556,3556,kuch_kuch_locha_hai,father,male,fake,2,28,196.31666669999998,7.011309524
3557,3557,kuch_kuch_locha_hai,man,female,kenyan,4,8,30.0,3.75
3558,3558,kuch_kuch_locha_hai,praveen,male,"son, son",3,32,0.0,0.0
3559,3559,kuch_kuch_locha_hai,patel,male,"son, son",39,368,444.9,1.2089673909999998
3560,3560,bombay_velvet,man,male,wealthy,2,25,307.8333333,12.31333333
3561,3561,tanu_weds_manu_returns,omi,male,"brother, brother",4,40,6.0,0.15
3562,3562,dil_dhadakne_do,kamal,male,"son, son, son",22,296,1231.5,4.160472973
3563,3563,hamari_adhuri_kahani,her,female,single,3,18,0.0,0.0
3564,3564,hamari_adhuri_kahani,aarav,male,"husband, husband, husband",62,377,1277.5,3.3885941639999997
3565,3565,hamari_adhuri_kahani,man,male,elderly,2,28,329.1666667,11.75595238
3566,3566,abcd_2,vishnu,male,"uncle, son, uncle, son",17,219,254.0,1.1598173520000001
3567,3567,abcd_2,vinnie,male,jealous,7,95,128.0,1.3473684209999999
3568,3568,second_hand_husband,rajbir,male,"lover, lover",6,63,177.16666669999998,2.812169312
3569,3569,baahubali,baahubali,male,late,6,82,817.0,9.963414634
3570,3570,baahubali,king,male,"new,  future",6,48,549.5,11.44791667
3571,3571,baahubali,sivudu,male,infant,8,122,63.0,0.516393443
3572,3572,baahubali,man,female,injured,1,21,209.33333330000002,9.968253967999999
3573,3573,baahubali,kattappa,male,tearful,5,53,86.0,1.6226415090000001
3574,3574,bajrangi_bhaijaan,channel,male,pakistani,2,15,207.0,13.8
3575,3575,bajrangi_bhaijaan,man,female,pregnant,1,34,544.0,16.0
3576,3576,bajrangi_bhaijaan,bajrangi,male,"father, father",35,365,5416.833333,14.84063927
3577,3577,bajrangi_bhaijaan,spy,male,indian,2,9,27.0,3.0
3578,3578,bajrangi_bhaijaan,shahid,female,old,11,25,0.0,0.0
3579,3579,drishyam,gaitonde,male,"corrupt,  angry",6,63,916.9166667000002,14.554232800000001
3580,3580,welcome_back,son,male,second,5,24,77.0,3.208333333
3581,3581,welcome_back,ajju,male,"son, son",14,104,899.8333332999998,8.65224359
3582,3582,welcome_back,man,male,decent,1,16,115.5,7.21875
3583,3583,msg-2:the_messenger,man,male,ordinary,3,137,1758.4772010000002,12.8356
3584,3584,kis_kisko_pyaar_karoon,son,male,future,2,23,516.5,22.45652174
3585,3585,kis_kisko_pyaar_karoon,kumar,male,"father, father, husband, father",33,406,2426.033333,5.97545156
3586,3586,singh_is_bliing,mark,male,"father, father",11,92,319.0,3.467391304
3587,3587,singh_is_bliing,raftaar,male,"father, father",49,413,1050.0,2.542372881
3588,3588,singh_is_bliing,man,female,fat,3,13,47.5,3.6538461539999996
3589,3589,talvar,kanhaiya,male,assistant,2,30,9.0,0.3
3590,3590,jazbaa,maklai,male,powerful,1,5,8.0,1.6
3591,3591,pyaar_ka_punchnama_2,siddharth,male,"father, father, father, father, father, father, father, father, father",7,85,99.0,1.164705882
3592,3592,titli,man,male,"wealthy,  married",1,5,17.5,3.5
3593,3593,prem_ratan_dhan_payo,vijay,male,real,23,283,1294.359524,4.573708565
3594,3594,prem_ratan_dhan_payo,yuvraj,male,"brother, brother",20,281,1945.95,6.925088968
3595,3595,prem_ratan_dhan_payo,ajay,male,cross,10,105,621.5,5.919047619
3596,3596,tamasha,ved,male,"child, young,  matured,  adult,  free",64,435,2377.3,5.465057471000001
3597,3597,bajirao_mastani,son,male,"vengeful,  newborn",5,68,593.0,8.720588235
3598,3598,bajirao_mastani,nasir,male,"son, son",2,21,0.0,0.0
3599,3599,bajirao_mastani,bajirao,male,"son, son, husband, young",59,512,3085.5,6.026367187999999
3600,3600,mr_joe_b._carvalho,khurana,male,moneyed,1,10,25.0,2.5
3601,3601,mr_joe_b._carvalho,carlos,male,"criminal,  international",3,26,119.5,4.596153846
3602,3602,dedh_ishqiya,man,male,"masked,  rich,  local",8,116,1152.066667,9.931609195
3603,3603,dedh_ishqiya,nawab,male,"uncle, nephew, uncle, nephew",14,164,1187.333333,7.239837398
3604,3604,heartless,singh,male,young,2,21,74.0,3.523809524
3605,3605,ya_rab,ikram,male,"brother, brother, brother",3,22,20.0,0.9090909090000001
3606,3606,ya_rab,ran,male,"child, child, child",6,70,166.0,2.371428571
3607,3607,gunday,bikram,male,"brother, brother",62,760,3719.466667,4.894035088
3608,3608,gunday,himanshu,male,"brother, brother",7,104,104.5,1.004807692
3609,3609,gunday,man,male,"brother, brother",7,47,135.5,2.882978723
3610,3610,shaadi_ke_side_effects,manav,female,working,1,32,53.0,1.65625
3611,3611,shaadi_ke_side_effects,man,female,working,1,29,315.1666667,10.86781609
3612,3612,ankhon_dekhi,boy,male,willful,4,35,305.5,8.728571429
3613,3613,ankhon_dekhi,man,male,"lunatic,  old",2,42,307.5,7.321428571
3614,3614,ragini_mms_2,the,female,insane,3,399,0.0,0.0
3615,3615,youngistaan,abhimanyu,male,"father, father, father, victorious",13,112,488.36666669999994,4.360416667
3616,3616,youngistaan,man,male,"father, father, father, victorious",13,28,482.16666669999995,17.220238100000003
3617,3617,main_tera_hero,angad,male,"father, father",22,235,934.5444444,3.97678487
3618,3618,main_tera_hero,balli,male,associate,1,11,45.0,4.090909091
3619,3619,bhoothnath_returns,bhoothnath,male,previous,27,217,3869.8833329999998,17.83356375
3620,3620,bhoothnath_returns,kailash,male,"child, child",10,68,0.0,0.0
3621,3621,dekh_tamasha_dekh,man,male,underprivileged,3,38,240.5,6.328947368
3622,3622,samrat_&_co.,man,male,balanced,1,7,24.0,3.428571429
3623,3623,purani_jeans,sam,male,"father, father, father",21,125,1856.25,14.85
3624,3624,hawaa_hawaai,arjun,male,"father, father, father",23,178,158.5,0.890449438
3625,3625,hawaa_hawaai,aniket,male,"child, child",13,114,0.0,0.0
3626,3626,koyelaanchal,kumar,male,upright,2,28,442.0,15.78571429
3627,3627,heropanti,bablu,male,"father, father",56,470,4165.566667,8.862907801
3628,3628,heropanti,chaudhary,male,"boyfriend, boyfriend, boyfriend",30,325,1125.866667,3.464205128
