,Unnamed: 0,movie,plot,year
139,139,bin_phere_hum_tere, Jamuna lives a poor lifestyle in Gangapur with Jamuna widowed step-mother. Jamuna is of marriageable age  but instead of getting Jamuna married  Jamuna is sold to Jamuna maternal uncle  Mukand Bihari  who  in turn  sells Jamuna to a brothel madame  Telanbai  where Jamuna is confined and forced to dance and sing against Jamuna will. Jamuna does manage to escape one day  and comes to the rescue of two runaway twins  Raju and Debu  and takes them to Bandra  Bombay  to their cancer-ridden father  Jagdish Sharma. Jagdish and Jamuna are attracted to each other  and both believe to be each other 's spouses  even though no formal marriage is performed. Jamuna continues to look after the twins even after Jagdish passes away  and endures many difficulties raising them. Years later  the twins have grown up  while Raju is employed in a factory  Debu is a doctor. Raju has fallen in love with Raju boss ' daughter  Shikha  while Debu is in love with Kiran. Jamuna meets both girls and approves of them. Then Jamuna past comes to pay Jamuna a nasty visit when Jamuna comes face to face with one of Jamuna patrons  Jagmohan  none other than Shikha 's dad  on one hand  and Telanbai - who is Kiran 's mother. Struggling to hold Jamuna own against these odds  Jamuna must now also come to terms with other life-changing decisions - including death and subsequent deception - decisions that Jamuna may end regretting for the rest of Jamuna life,1979
140,140,bindiya_chamkegi, Shalini ` Shalu ' lives a wealthy lifestyle with Shalini businessman brother  Shyam Kapoor  and is expected to marry Surajbhan  the son of wealthy Thakursaheb. Shalini would prefer that Shyam got married first so that Shyam can have someone to look after Shyam  but as Shyam was in love with a woman named Maya  who betrayed Shyam  and since then Shyam has taken to alcohol in a big way  and hates women. When Shalu fails to convince Shalu to marry  Shalu gets married to a woman named Bindiya and brings Maya home with Shalu. A thrilled Shalu gives A consent to get married  and also announces that A would like to give a formal reception for A brother 's marriage. The reception does take place  but Thakursaheb subsequently informs Shyam that Surajbhan has already got married abroad to a woman of Surajbhan choice. Shyam asks Shyam friend  Ranjeet  and both arrange for Shalu 's marriage to Daulatram 's son  however  Bindiya does not approve of a  and as a result Shalu rejects a What Shalu does not know is that Shyam is not really married  but has hired Bindiya to act as Shyam wife  and what Shyam does not know is that Ranjeet is not who Shyam really claims to be  but someone else who has got a number of scores to settle with Shyam,1984
141,141,biwi_ho_to_aisi, The story is a family drama that revolves around the lead pair played by Rekha and Farooq Shaikh who play a married couple. It 's about how the character Shalu overcomes all obstacles in Rekha married life to win over the acceptance of Rekha domineering mother-in-law Kamla. The film was ditto copy of Pakistani diamond jubilee film Biwi Ho Tou Aisi starring Shabnam and Shafi Muhammad released in 1982,1988
142,142,biwi_no.1, Prem is married to the loving yet traditional Pooja  and together have two children. Unsatisfied  Prem begins an affair with a beautiful aspiring model  Rupali. Rupali is much more preferable to Prem due to Rupali modern lifestyle and fashionable choices  as compared to Pooja. On Karva Chauth  a religious ceremony observed by married couples  Pooja discovers Prem at Rupali 's house and asks Prem to choose between Prem mistress and Prem family. Prem chooses Rupali and moves in with Rupali  leaving Prem children and mother behind with Pooja. Pooja  meanwhile  with the help of Prem 's friend Lakhan  has a make-over  becoming a modern woman and taking on modeling assignments. Pooja sends Pooja mother-in-law and children to live with Pooja husband and Rupali. They intentionally trouble Rupali and convince Prem that Rupali keeps them hungry and wants to poison and kill them. Ultimately the relationship between Prem and Rupali breaks down. In the end  Prem realises that Rupali only came to Prem since Prem gave Rupali material things  while Prem wife stuck with Prem through thick and thin. Rupali realises Rupali mistake and gets back together with Rupali ex-boyfriend  Deepak. In a twist  Lakhan befriends Rupali  affectionately calling Rupali Lakhan sister. While hugging Rupali  Lakhan wife Lovely walks upon them and misunderstands the situation. Rupali leaves the house crying  but Lakhan chases after and they makes up - with Lakhan saying Rupali is Lakhan `` Biwi no 1 ,1999
143,143,bobby_jasoos, Living in a middle-class orthodox family of Old Hyderabad  Bilqees Ahmed aka Bobby is a wannabe private detective. She lives with her Abba  Ammi  Kausar Khala and two younger sisters including Noor. To pursue her passion of spying  Bobby solves petty neighbourhood cases such as helping Tasawwur  a TV show host  to get rid of marriage proposals brought home by Bobby parents. Bobby finally gets her big break when a rich NRI Anees Khan hands her a case of finding two missing girls named ` Niloufer ' and ` Aamna ' with a birth mark on hand and shoulder respectively. To solve the case  Bobby takes up many get-ups such as ` beggar '  ` peon '  ` hawker '  ` nerd student '  ` astrologer ' and even a fake ` TV producer ' After locating the targets  Khan pays her a tremendous fee and also offers huge amount of money to both girls ' fathers for reasons unknown to Bobby. Khan also hands over Khan third and final case of finding a boy with a missing toe named ` Ali ' Meanwhile  Bobby and Tasawwur 's family fix their marriage leaving both into the dilemma of how to get rid of this situation. A local goon Lala also offers a case to Bobby to break Lala 's girlfriend Aafreen 's marriage  which is forcefully fixed by Lala mother Saida. On Bobby 's denial  Lala makes Lala realize that Lala has been helping the NRI for a wrong cause. Doubting on that Bobby tries to know the whereabouts of the two girls  but gets to know that both girls have gone missing. Scared and shocked  Bobby takes help from Tasawwur and sneaks into Khan 's 5 star hotel room to check Khan background  only to be caught and thrown out by Khan and the hotel staff. But Bobby manages to get a hold of Khan 's diary and Khan old photograph  which later gets into the hands of Lala  who since then starts following Bobby. Khan now suddenly goes into hiding and Bobby starts searching for Khan with the belief that Khan will not leave the town without Khan third target Ali. With the help of clues in Khan 's diary such as a London based library 's stamp and a Biryani order from a local restaurant  Bobby gets to know about Khan 's background and later Khan is shown following Ali. It turns out to be a trap to capture Khan. With the twist in the climax  it is revealed that the three people Khan was looking for were Khan long lost children during communal riots. Khan has offered money to both girl 's foster parents for helping them and sent the girls to London to pursue higher education. Tasawwur also enters the scene along with Lala who is actually Khan 's long lost son ` Ali ' The film ends with Bobby becoming a famous detective  while Tasawwur and Tasawwur are now in love with each other but are still confused about marriage,2014
144,144,bol_bachchan, Abbas Ali lives in Chandni Chowk with Abbas sister Sania. When their ancestral property is taken from them by deception  Abbas loses Abbas job. Their family friend  Shastri  convinces them to move to Abbas village  Ranakpur  where Abbas assures Abbas that Abbas will get Abbas a job at Abbas boss  Prithviraj Raghuvanshi 's  place. Pritvhiraj is a powerful but kind-hearted man who hates lies and liars  and punishes them harshly. Abbas and Sania arrive at Ranakpur and meet Abbas 's friend Ravi  Shastri 's son  who runs a drama company with Shastri friends. Abbas learns that there is a temple at the border of Ranakpur and Kherwada  the village where Prithviraj 's cousin Vikrant Raghuvanshi is powerful. The two cousins are archenemies. The temple  being at the border of the two villages  was disputed and has been locked for years. The plot begins when a child falls into the well of the temple and Abbas breaks the temple 's lock to save the child. When Prithviraj arrives at the scene  Ravi says Abbas 's name as Abhishek Bachchan to avoid religious controversies of a temple being broken open by a Muslim. Prithviraj hires Abhishek Bachchan and is happy with Prithviraj work  but Ravi and Prithviraj friends have to come up with a new plan when Prithviraj spots Abbas celebrating Eid as a Muslim. Abbas and the others convince Prithviraj that the one celebrating Eid was actually ` Abbas '  an effeminate man and classical Kathak dancer. Things become worse for Abbas and Ravi when Prithviraj kindly hires Abbas for teaching Kathak to Kathak sister Radhika. The more Abbas tries to manage Abbas dual life without letting Prithviraj know  the more Abbas has to lie to cover up other lies  this forms the crux of the story. The movie ends with a climatic cliff scene where both Abbas and Pritihviraj make up after a series of lies,2012
145,145,bol_radha_bol, Kishen Malhotra is an industrialist who heads the Malhotra empire. Malhotra relatives are Malhotra mother  Malhotra uncle and Malhotra cousin Bhanu. One day  Malhotra finds Malhotra cousin defrauding the company and banishes Malhotra from the house. To expand Malhotra business  Kishen decides to investigate prospects in a village. Here Kishen meets a village belle named Radha. Besides Kishen work  Kishen starts teaching English to Radha and some other people in village. Kishen and Radha slowly fall in love with each other. Unknown to Kishen  somebody is stalking Kishen and reading Kishen mails. Kishen leaves the village and promises to come back. On reaching home  Kishen is surprised to see a mourning at Kishen home. Kishen is even more confused to see people looking astonishingly at Kishen. But  Kishen gets a shock of Kishen life when Kishen sees the portrait of Kishen mother  signifying that Kishen mother is dead. The real sucker punch comes when Kishen sees Kishen duplicate mourning next to Kishen mother 's portrait. When Kishen tells that Kishen is Kishen  Kishen duplicate claims the same. When Kishen prods the duplicate to tell something about real Kishen  the duplicate astonishes real by telling real about real life as well as about Radha. Kishen is unable to think as to how the duplicate could know about Radha  but Kishen knows that Kishen pet dog will identify the real master. When the dog  too  goes to the duplicate  Kishen is thrown out of Kishen own home. Meanwhile Kishen learns about sudden death of one of Kishen old servants  and Kishen smells foul play. Kishen somehow succeeds to infiltrate into Kishen own office  which is now run by Kishen duplicate. But  Kishen gets arrested. Another servant tells Kishen about Kishen mother 's accident  which probably killed Kishen. Kishen also notices that Bhanu is back in home. Meanwhile  Radha comes to meet Kishen in the city. But  when Radha sees `` Kishen  partying with some girls  Radha thinks that Kishen has forgotten Radha. Radha turns to go back  but the real Kishen has escaped police custody. the stops Radha and explains the whole story. the  Radha and Goonga  a dumb convict who has escaped with Kishen  plan to set things straight. The trio hide themselves in a boat which takes them to Goa. Here  Kishen meets a girl who calls Kishen Tony. Slowly  Kishen comes to realize that Kishen duplicate 's name is Tony Braganza. Tony works as a saxophonist in a Goan club called Three Aces and has a girlfriend there. Kishen starts gathering all information about Tony. The trio return to Mumbai. Radha pretends to be a girl named Rita and gains access to Kishen 's home. Kishen has identified key players by now : Bhanu  Tony and Inspector T T Dholak. creates a rift between the trio. An enraged Tony threatens to expose Tony partners by what Tony calls Tony trump card. The angered partners take to the real head behind the game  who is revealed to be Kishen 's uncle. Now  Tony shows trump card -- tells that Kishen 's mother is still alive and men have kept in captivity. knows nothing about Tony or the events happening. Meanwhile  Kishen discovers the depth of the trio 's planning. finds that dog could not identify as was not dog. Like Kishen  dog  too  had been replaced. Now  Kishen comes back  impersonating Tony and makes Tony 's partners throw Tony out the same way Kishen was thrown. Tony comes to the place where has hid Kishen 's mother and convinces Kishen that is Kishen. Kishen arrives there  too. Kishen 's mother tricks the duo and finds out who is son. Just then  all the villains show up at Tony 's den. Kishen 's uncle goes on to explain that he never liked the way dead brother left the entire estate to Kishen 's mother. explains that Bhanu was not the only one looting the money. When Bhanu was thrown out  he went till Goa to find  where he met Tony. As the whole plot is explained  Kishen surprises by saying that had anticipated this. The money used to lure out the villains was fake. In another twist  Dholak comes out holding a trigger on Radha 's head. Even Kishen is surprised when Goonga re-introduces as Inspector Bhinde. explains that was sent undercover by the commissioner as even smelled a rat. In a melee that ensues  the villains are overpowered and arrested. Tony surprises by acknowledging true identity and saying that there can be only one Kishen. Kishen and Radha are united,1992
146,146,bombay_405_miles, Ordered to stay away from Delhi 's border for several years  two convicts  Kishan and Kanhaiya  decide to hitch a ride through a goods train to Bombay. While on this train  they come to the rescue of an elderly male with a female child  Munni. On last breath  the elderly male asks them to take care of Munni as millions of rupees are involved. Greed overtakes both and they take the child with them in order to locate Munni next of kin. Unable to find anyone they advertise in the newspapers  and demand a hefty sum from Veer Singh  who answered the advertisement. What Kishan and Kanhaiya do n't know that is that officially Munni is already dead  along with Munni mother  and brother  purportedly killed by father  Ranvir Singh  when he suspected his wife 's fidelity. Kishan and Kanhaiya find themselves immersed in a web of lies and deceit as they try to fathom what the truth really is But before they could get to the bottom of this matter  their lives themselves are under threat - by a man who will stop at nothing to get what he wants,1980
147,147,bond_303, Terrorist attacks take place all over the world by unknown rockets so an Indian agent  Bond 303  is called to solve the mystery behind it,1985
148,148,bundal_baaz, Daydreamer Rajaram lives a poor lifestyle in a village in India along with Daydreamer aunt and an unmarried sister  Malti  who has mortgaged shanty house with Sukhi Lala so that Sukhi can educate Rajaram in Bombay. Rajaram pretends to be wealthy in order to get married to Rajaram sweetheart  Nisha Sharma  much to the chagrin of Sukhi dad who wants Sukhi to get married to a boxer  Ranjeet Gupta. Story opens at college  where an impoverished student named Raja dreams of making Story big and winning Raja true love Nisha. Raja rival for Sukhi affections  Ranjit is the class bully and a cheat  but Ranjit 's father and Nisha 's father are close friends and want their children to get married when they graduate. Raja 's roommate and best friend Gopal -- also poor -- knows the truth of Raja circumstances  but Raja has fooled everyone else into believing Raja has a rich father. After Rajaram gets a degree in Arts Rajaram returns home and finds out about the debt  Rajaram attempts to find work  ends up working as a laborer with Sukhi  but is beaten-up when Rajaram is found slacking. Rajaram returns to Bombay  meets with Suleiman  and takes up collecting waste material from households for a fee. When Raja returns to Suleiman village  Raja discovers that Suleiman sister Malti and Suleiman aunt are being harassed by the local moneylender to repay the money lent to them for Raja 's education  or Raja will force Malti to marry Malti. Raja is overwhelmed at their sacrifices. returns to Bombay to find work so can send money home  and is befriended by Sulaiman  who buys bottles and boxes for recycling  and teaches Raja the trade. Raja begins earning money and sends some home to village. also meets Gopal again  but does n't contact Nisha since Raja is too poor to court Nisha. When Raja does run into Nisha  is going into a New Year 's Eve masquerade party  and thinks that bottle vendor outfit is costume. drags in with  where is tormented again by Ranjit  and further realizes the gulf between and Nisha. slips out and returns home  sad and heartbroken. One day comes across a sack of bottles  throws against the door  one broken bottle rolls outside where a big puff of pink smoke materializes from. Out pops a 20000 year old Genie with magical powers. takes Ranjit sack of bottles and As the smoke clears a genie appears. The genie was imprisoned in the bottle 20000 years ago by an uncle fed up with Ranjit naughtiness. has sworn an oath to serve rescuer for a full year  and is going to fulfill this oath whether Raja likes or not. Chaos ensues ! No matter how hard Raja tries  the genie causes problems for poor Raja. Rajaram does not want anything to do with this Genie  who insists on helping Rajaram for one year regardless. With Rajaram help Rajaram and Suleiman improve their lifestyle  albeit with a lot of problems  and also improve Rajaram 's chances of getting married to Nisha. Sulaiman tells the genie about Nisha  and Sulaiman tries to help bring them together  but Nisha 's father is determined to get Nisha married to Ranjit. Raja 's aunt sends Malti to Sulaiman from the village to get Nisha out of the moneylender 's way. Sulaiman marries Nisha off to Gopal. Meanwhile  Nisha and Nisha father fight about Ranjit. Nisha wants to marry Raja no matter how poor Sulaiman is When Ranjit and some of Sulaiman friends try to run down Raja Sulaiman is rescued by the genie in a flying car. Pleased with Sulaiman  the genie gives Raja a ring to protect Sulaiman from Ranjit. The ring  when twisted on the finger  calls up a demon from the underworld who spouts fire and chants `` Zum Zum Bah !  find much more funny than scary. Raja ca n't handle one genie  let alone two  and throws the ring away. Ranjit  watching  retrieves after go Ranjit owes money to a bunch of goondas  who come to get money. plan is to marry Nisha and then repay. enlists the help of the demon by asking to change to look like Raja  and vice versa. Nisha is n't fooled  since Ranjit has n't changed voice or manners. Raja and the genie rescue when assaults. celebrate by flying with the genie over Bombay. transports to a magical place where sing another pretty song. 'm reminded of Kashmir Ki Kali with a genie thrown in By now Nisha 's father has discovered what a scoundrel Ranjit is  and told Nisha that can marry Raja. So Ranjit will have to resort to drastic measures ! and the demon go to Nisha 's house and kidnap and father. are taken away to the underworld. The genie and Raja follow  although the genie 's power does n't work in the underworld. Can overcome the demon without special powers ? Will rescue Nisha and Sharmaji ? What will happen to Ranjit ?,1976
149,149,chaarfutiya_chhokare, The plot revolves around Neha Malini  who is an Non-resident Indian returning to India in order to start a school in a village in north Bihar. Starting off optimistic and happy about Neha endeavor  Neha is unaware of the hardships  obstructions and risks awaiting Neha in this small  serene village. Neha is pleased after meeting three boys Awadhesh  Hari and Gorakh but soon finds out that it is the beginning of a nightmare. Being hardcore criminals  these three boys become the center of Neha activities. After seeing this  Neha vows to stop the criminal and sexual exploitation of the children in the village. Neha meeting with Janaki -- the mother of one of the boys  Awadhesh -- helps Janaki understand the deeply embedded political-criminal nexus that pervades the system. Neha is resolute to free the three of them from this world of crime,2014
150,150,chal_chala_chal, A story of a simpleton whose life changes when he becomes the owner of a private bus. Deepak is a simpleton. has been switching jobs as he does not want to succumb to the corrupt system. Since years  with unwavering efforts  financial hardships and an unshaken faith in the judicial systems  has been helping his father Omkarnathji in a legal matter. Omkarnathji  the ex-principal of a private school  is fighting a court case against the school to get due provident fund and pension. later wins the case and the school is ordered to give a part of property as compensation  if there is no money in funds. And thus Deepak 's life gets an addition : a bus. Instead of selling Aprana off  acting on father 's advice  decides to run the bus. While the rest of the family members - two sisters : Chhaya and Aprana and Ghar-Jamaaee husbands Vinayak Agrawal  a Lawyer and U U Upadhyay are against. feel 's a low profile job. primary interest is in selling off the huge bus and devouring share of property. But Deepak has immense trust in father 's judgment. Sundar a jolly good sweetheart  who is desperately trying for an American Visa  is also an age old friend. comes in handy with initial investments and establish a company  Chal Chala Chal transport. And so begins the ride of lives. The bus is in a dilapidated condition and much of money is gone for the repairs. 's a roller-coaster ride where mishaps are more than the commuters. The bus driver  Basantilal wears thick glasses and the conductor Harilal has a sugar factory in mouth and an eye for cash. adding to like a cherry on the triple-decker pastry - Sunder 's enmity with a rat which has eaten Deepak passport. Corruption chases Deepak in transport business as well U U Upadhyay is a chief vehicle inspector. tried level best to harass Deepak and extort money  raising troubles. These workers are messing up Deepak 's life and business  but ca n't raise a finger against  for are under the cushioned wings of the Union Leader Mr Singh. only relief should have been the lovely lady on the bus Payal  but the bus hits fracturing leg. Now is also in the vengeance mode  extorting money from Deepak. What saves Deepak from these mad house characters  is faith in principals and father 's love-acting as the strong backbone in bitter sweet times,2009
151,151,chal_mere_bhai, This is the story of two brothers  Vicky and Prem Oberoi and how their lives are turned upside down by a girl named Sapna. Vicky is a business tycoon who runs Vicky family 's business bidding on multinational contracts. When Vicky needs a secretary Vicky meets Sapna  a girl who has lost Vicky family and has moved in with Vicky uncle and auntie. Sapna does n't have the required experience to be Vicky 's secretary  but Vicky 's father  Balraj Oberoi is impressed by Sapna 's passion and hires Vicky. Prem is an aspiring actor  much to the chagrin of Balraj  who would like Prem to also work for the family business. However  Prem 's grandmother and Vicky support Prem 's decision to be an actor. Sapna 's career as a secretary has many blunders : - At first -- Vicky is so nervous around Vicky Vicky makes numerous mistakes. But when Vicky is attacked after work  is Sapna 's fast thinking that saves Sapna life. Vicky 's family becomes fond of Sapna very quickly -- Prem especially. Prem and Sapna fall in love with each other  but before Prem can tell Prem family  Sapna 's auntie and Prem 's grandmother arrange for Vicky and Sapna to be married. However  on the day before the marriage  Vicky finds out that Sapna loves Prem not Prem. Finally Prem and Sapna are united,2000
152,152,chal_pichchur_banate_hain, Suraj has everything any young man would kill for -- an MBA  a well-paid job and an offer from UK with a salary of 5000 pounds. But Suraj is no ordinary boy ! has only one passion -- Cinema. only dream is to be a film Producer-Director. chooses passion over money and becomes a rebel. Suraj produces a shocker to family and friends  that is quitting job to follow dream of film making. Being disowned by everyone and without any industry contacts  Suraj is left all alone to find Suraj way in the big bad world of Bollywood. Suraj starts Suraj career by putting posters alongside roads. struggles as an assistant on the sets and has to face rejection from the industry  Suraj friends  family and loved ones. Chal Pichchur Banate Hain is Suraj 's passionate journey from an MBA to a filmmaker,2012
153,153,chala_murari_hero_banne, Murari dreams of becoming an actor  but Murari Dad  who runs a cloth shop  wants Murari to help in the shop. Murari runs away from home and catches a train to Mumbai. On Murari journey  Murari meets a teacher who says Murari knows Raj Kapoor. Murari comes to Mumbai  lives in a chawl  struggles a bit and becomes a successful and rich actor. Then comes a twist in Murari life  Murari gets accused in scandals  and Murari love interest   leaves Murari. Eventually  Murari proves Murari innocent and reunite and marry,1977
154,154,chalo_dilli, Mihika Banerjee  a successful investment banker living in Mumbai  misses Mihika flight to Delhi and needs to get there any way possible to meet Mihika husband  Lt Col Vikram Rana. meets Manu Gupta and discover the colours of India in journey to Delhi. go by road and train and the audience gets a chance to see both the large urban conglomerations and the small rural areas that make up India. During the journey  Mihika experiences various difficulties which has never encountered in high class life. When Mihika 's money is stolen while is buying a train ticket  is forced to travel with Manu in the ordinary class in Jhunjhunu District. Thus the film revolves around Mihika 's and Manu 's journey amidst difficulties,2011
155,155,chambal_ki_kasam, The movie is about the life of a dacoit  Thakur Suraj Singh. He was the son of a zamindar  but his parents were killed by the dacoit Zaalim Singh. In the confusion  Suraj got separated from Suraj brother and sister. When Suraj grew up  Suraj becomes a dacoit in order to take revenge Suraj parents killer. After Suraj killed Suraj parent 's killer  the dacoit Zaalim Singh 's son tried to take revenge on Suraj. Accidentally  Suraj meets Suraj sister Anu and Suraj aunt Chotima. On the other hand Suraj fell in love with Tannibai. The police also remain active to arrest the daccoits. Inspector ritu daman singh ultimately succeeds in arresting Badan Singh or Suraj  but Inspector ran away from the prison. When Anu comes to meet Suraj  became clear that Retu Daman Singh is youngest brother. But this relation can not move Inspector away from fulfilling Inspector duty of police honestly. In a police encounter both Suraj and Tannibai escapes as Suraj 's friend Sultana sacrifices Suraj life. But at the end of the movie in another police encounter during Suraj and Tannibai 's marriage  both get killed by police,1980
156,156,chameli_ki_shaadi, Charandas is a fledgling wrestler who lives with Bhajandas. According to Bhajandas  Charandas should marry and start a family of Charandas own. But Charan is hell bent on becoming a wrestler & is even ready to remain a bachelor until 40 as per the norms of Mastram. However  one day  Charan 's thoughts are challenged when Charandas sees Chameli on Kallumal 's coal depot. Charandas realizes that to marry Kallumal  Charandas may have to leave Mastram 's Akhara. Charan does so & seeks help of Adv. Harish  a close friend of brother. Harish appreciates Charan 's love & is ready to help latter. Charan dares to confess love to Chameli. On other hand  Anita  Chameli 's best friend is also convinced of Chameli 's true love. The lover duo start meeting secretly. One day  however  the love affair stands exposed when a relative of Chameli spots the duo in a restaurant. The respective families soon take up cudgels against their wards & make clear that wo n't allow inter caste marriage. Chameli is kept under house arrest & parents decide to get married to one of acquaintances. Charan comes to know of this development. Mastram is surprisingly supportive of Charan 's love. explains that just as bachelorhood is a challenge for would be wrestlers  a lover should not back out from the challenge posed by the world. Mastram along with Charan 's friends back the lovers to overcome the obstacles. Here  Champa calls in the help of her rogue brother Chhadam Lal aka Chhadmi against Charan. With help of Harish & all friends  Charan chalks out a plan to rescue Chameli from her house. As per the plan  Charan abducts Chameli from own house  while Harish sees to that the duo legally get married. Charan & Chameli are initially frightened  but Harish convinces by telling that as long as people do not dare to marry outside the caste like  Indians will never be truly united. Meanwhile  on learning that Chameli is missing  parents lodge a complaint against Charan. proceed to the place where Charan & Chameli are going to get married. Meanwhile  Bhajandas also comes with men to disrupt the marriage. Both the parties have arrived late  as Charandas & Chameli are legally husband & wife now. vent ire on Harish  who according to is responsible for corrupting the duo. Harish takes Bhajandas sidewise & explains that if the marriage is permitted by  Bhajandas will garner votes of both the castes in the election. Besides  will get coal & cement at subsidized rate from Kallumal. Convinced by the argument of Harish  Bhajandas relents in the control of greed. Similarly  Harish tells Kallumal that an influential Bhajandas is sure to win the elections. If Kallumal accepts the marriage  will get special perks for coal business thanks to Bhajandas. Kallumal too goes greedy & relents. In the end  Chameli & Charandas are united with the blessing from both the parties,1986
157,157,chance_pe_dance, Rohit Behl comes to Mumbai with Bollywood dreams  struggles through the day as a courier boy  and keeps failing in auditions for advertisements. More stereotypes are stuffed in as Rohit refuses to take help from Rohit dad in Delhi  is thrown out from Rohit rented flat by the landlord  and comes away with Rohit calculative companion. One day  a movie director named Rajeev Sharma sees Rohit dancing and calls Rohit to Rohit office. Soon  Rohit is signed as the male lead in his film  and his friend Tina is selected as the choreographer on the same project. Homeless  Rohit sleeps in Rohit car and works as a dance teacher in a school. Subsequently  Rohit loses Rohit film and is disillusioned. Tina finds this out and asks Tina how Tina can spend Tina life like this. After some time  Tina tells Tina that Tina also quit the film and did not want to be the choreographer for that film because Tina saw Tina upset. Rohit realised the love Tina had for Tina. Tina encourages Tina to participate in a television talent-hunt show  the winner of which will win the same role that Rohit was to play. After some time  Rohit agrees to participate in it After filling up the contest form  Rohit also says `` Rohit love  to Tina. In Rohit screen-test  Rohit dedicates Rohit monologue to Rohit mother. After Rohit monologue  during the interview  Rohit comes to know that Rohit father 's shop in Delhi has been demolished. Rohit promises Tina that Tina will come back for Tina and leaves. Tina leaves Mumbai to meet Tina father  heart-broken about the whole thing. After watching Rohit 's performance in the TV  Rohit father convinces Rohit to go back to Mumbai and participate in the show. After coming back to the show  Rohit is initially denied entry into the show due to Rohit late entry. However  Rohit is given a chance to perform at the show after Rohit convinces the director. Rohit wins the show and is shown later to be the hero of the movie `` Chance Pe Dance  walking the Red Carpet a year later with Tina,2010
158,158,chandi_sona, A group of people of Indian origin live on an Island which contains a tomb of Shahenshah Chandi Sona which is believed to contain jewelry  diamonds  and gold. Mayur and Rita  stage actor love-birds  plot with Amar to steal this wealth and better their lives. They decide to buy a house from a woman named Mayadevi  and after doing so they decide to make a swimming pool and through that dig a tunnel right underneath the tomb and help themselves to the riches that they find there. They also decide to enlist the help of four jailbirds by dramatically helping them to escape from prison. After the completion of the tunnel  they run into an underground pool of water and enlist the help of undersea divers Bikram and Sharma. What this group does not know is that there is an ancient creature that is lying in wait for food  that Mayadevi is not who she claims to be  and she has an ulterior motive for herself,1977
159,159,chandni, Rohit meets Chandni at a wedding of Chandni relative and falls instantly in love with Chandni. Rohit pursues Chandni relentlessly until Chandni agrees to date Rohit. Eventually they become engaged to be married. Rohit family is very much against this because of the difference in their social status  but Rohit does n't care. One day  Rohit calls Chandni and asks Chandni to wait for Rohit on the terrace of Chandni house. As Chandni 's waiting  the afternoon 's silence is broken by the roaring blades of a helicopter. Rohit appears and proceeds to shower Chandni in red rose petals from the copter. When Rohit disappears  Chandni is surrounded again by silence  but Chandni has a feeling something has happened. Seconds later  Chandni hears the phone ringing and runs to answer  knowing it is Rohit. Chandni is told that Rohit is in the hospital. Rohit family at the hospital greet Chandni with stony expressions and accuse Chandni of being the cause for Rohit 's falling from the helicopter. Learning that Rohit is paralysed on Rohit right side  Rohit family continues to berate Chandni. Knowing that in Rohit paralyzed condition Rohit would never be able to make a partner to Chandni  Rohit decides to push Chandni away and starts to berate Chandni  which is too much for Chandni to bear and makes Chandni want to leave Rohit. Intent on erasing every memory of Rohit  Chandni moves to Bombay. There Chandni starts working for a travel agency headed by Lalit  a handsome and charming. Rohit soon falls in love with Chandni and asks Chandni to marry Rohit. Chandni finally agrees to Rohit and Rohit mother 's delight. On a business trip in Switzerland  Lalit meets Rohit  who has traveled there for treatment for Lalit paralysis and no longer needs a wheelchair. The men tell each other their stories and sing with the joy of love  not knowing they are singing about the same woman. Back in India  Rohit shows up one evening at Chandni 's door. To Chandni amazement  Rohit stands up and does a little dance. are keyed up with emotion and Rohit proposes to Chandni. Chandni tells Rohit Chandni is committed to someone else. When Rohit becomes angry  Chandni asks Rohit what Rohit would have done in Chandni place. Rohit regretfully leaves. As Rohit and Lalit had become good friends in Switzerland  Lalit invited Rohit to Rohit wedding. Lalit invites Chandni to meet this new friend. Rohit and Chandni pretend to be strangers to spare Lalit. On the day of the wedding  Rohit has drunk too much and stumbles down a flight of stairs. When Chandni screams and yearns for Chandni to be saved  Lalit realises Chandni really loves Rohit. At the hospital the doctor says the condition is not too serious. Soon after Rohit has been in the pink of health Rohit marries Chandni. Lalit and Lalit mother share a sad moment where cry for the lost of a loved one,1989
